Company_Name,Address,Phone
NUVEEN NEW JERSEY QUALITY MUNICIPAL INCOME FUND,"333 W WACKER DR CHICAGO, ILLINOIS 60606",000-000-0000
Accelerate Acquisition Corp.,"51 JOHN F KENNEDY PARKWAY SHORT HILLS, NEW JERSEY 07078",000-000-0000
JOHN HANCOCK PREFERRED INCOME FUND III,"C/O JOHN HANCOCK FUNDS 200 BERKELEY STREET BOSTON, MASSACHUSETTS 02116",000-000-0000
Bridgewater Bancshares Inc,"4450 EXCELSIOR BLVD. SUITE 100 ST. LOUIS PARK, MINNESOTA 55416",000-000-0000
"BLACKROCK MUNIYIELD FUND, INC.","100 BELLEVUE PARKWAY WILMINGTON, DELAWARE 19809",000-000-0000
Kodiak Sciences Inc.,"1200 PAGE MILL RD PALO ALTO, CALIFORNIA 94304",000-000-0000
Ucommune International Ltd,"FLOOR 8, TOWER D NO.2 GUANG HUA ROAD, CHAOYANG DISTRICT BEIJING, CHINA 100026",000-000-0000
"City Office REIT, Inc.","SUITE 3210 - 666 BURRARD STREET VANCOUVER, BRITISH COLUMBIA, CANADA V6C 2X8",000-000-0000
"SmileDirectClub, Inc.","414 UNION STREET NASHVILLE, TENNESSEE 37219",000-000-0000
VSE CORP,"6348 WALKER LANE ALEXANDRIA, VIRGINIA 22310",000-000-0000
"Axogen, Inc.","13631 PROGRESS BLVD. SUITE 400 ALACHUA, FLORIDA 32615",000-000-0000
"Kimball Electronics, Inc.","1205 KIMBALL BLVD. JASPER, INDIANA 47546",000-000-0000
GABELLI UTILITY TRUST,"1 CORPORATE CENTER RYE, NEW YORK 10580",000-000-0000
HAYNES INTERNATIONAL INC,"1020 WEST PARK AVE PO BOX 9013 KOKOMO, INDIANA 46904",000-000-0000
AEA-Bridges Impact Corp.,"C/O AEA INVESTORS (UK) LLP 78 BROOK STREET LONDON, UNITED KINGDOM W1K 5EF",000-000-0000
"NewtekOne, Inc.","4800 T REX AVENUE SUITE 120 BOCA RATON, FLORIDA 33431",000-000-0000
Whitestone REIT,"2600 SOUTH GESSNER SUITE 500 HOUSTON, TEXAS 77063",000-000-0000
"COVENANT LOGISTICS GROUP, INC.","400 BIRMINGHAM HIGHWAY CHATTANOOGA, TENNESSEE 37419",000-000-0000
Nuveen Taxable Municipal Income Fund,"333 WEST WACKER DRIVE CHICAGO, ILLINOIS 60606",000-000-0000
OneWater Marine Inc.,"6275 LANIER ISLANDS PARKWAY BUFORD, GEORGIA 30518",000-000-0000
Vuzix Corp,"25 HENDRIX ROAD SUITE A WEST HENRIETTA, NEW YORK 14586",000-000-0000
ClearBridge MLP & Midstream Fund Inc.,"620 EIGHTH AVENUE 47TH FLOOR NEW YORK, NEW YORK 10018",000-000-0000
Cazoo Group Ltd,"41 CHALTON STREET LONDON, UNITED KINGDOM NW1 1JD",000-000-0000
"NLIGHT, INC.","4637 NW 18TH AVENUE CAMAS, WASHINGTON 98607",000-000-0000
"DoubleDown Interactive Co., Ltd.","13F, GANGNAM FINANCE CENTER 152, TEHERAN-RO GANGNAM-GU SEOUL, KOREA, REPUBLIC OF 06236",000-000-0000
"Agora, Inc.","FL 8 BLDG 12, PHASE III OF KIC SONGHU ROAD 333, YANGPU DISTRICT SHANGHAI, CHINA 200433",000-000-0000
"Akoya Biosciences, Inc.","100 CAMPUS DRIVE 6TH FLOOR MARLBOROUGH, MASSACHUSETTS 01762",000-000-0000
"BlackRock Utilities, Infrastructure & Power Opportunities Trust","100 BELLEVUE PARKWAY WILMINGTON, DELAWARE 19809-3700",000-000-0000
"Nkarta, Inc.","6000 SHORELINE COURT SUITE 102 SOUTH SAN FRANCISCO, CALIFORNIA 94080",000-000-0000
Vertex Energy Inc.,"1331 GEMINI STREET SUITE 250 HOUSTON, TEXAS 77058",000-000-0000
NUVEEN FLOATING RATE INCOME FUND,"333 WEST WACKER DRIVE CHICAGO, ILLINOIS 60606",000-000-0000
"OCULAR THERAPEUTIX, INC","24 CROSBY DRIVE BEDFORD, MASSACHUSETTS 01730",000-000-0000
"Xponential Fitness, Inc.","17877 VON KARMAN AVE SUITE 100 IRVINE, CALIFORNIA 92614",000-000-0000
CNBX Pharmaceuticals Inc.,"#3 BETHESDA METRO CENTER SUITE 700 BETHESDA, MARYLAND 20814",000-000-0000
Kolibri Global Energy Inc.,"3623 OLD CONEJO ROAD SUITE 207 NEWBURY PARK, CALIFORNIA 91320",000-000-0000
Koppers Holdings Inc.,"436 SEVENTH AVENUE PITTSBURGH, PENNSYLVANIA 15219",000-000-0000
BLACKROCK Ltd DURATION INCOME TRUST,"100 BELLEVUE PARKWAY MUTUAL FUND DEPARTMENT WILMINGTON, DELAWARE 19809",000-000-0000
RITE AID CORP,"1200 INTREPID AVENUE, 2ND FLOOR PHILADELPHIA, PENNSYLVANIA 19112",000-000-0000
Amryt Pharma plc,"DEPT 920A, 196 HIGH ROAD WOOD GREEN LONDON, UNITED KINGDOM N22 8HH",000-000-0000
FARMERS NATIONAL BANC CORP /OH/,"20 S BROAD STREET P O BOX 555 CANFIELD, OHIO 44406",000-000-0000
Tech & Energy Transition Corp,"125 W 55TH STREET NEW YORK, NEW YORK 10019",000-000-0000
North Atlantic Acquisition Corp,"121 SOUTH CHURCH STREET GEORGE TOWN GRAND CAYMAN, CAYMAN ISLANDS 00000",000-000-0000
PennantPark Floating Rate Capital Ltd.,"590 MADISON AVENUE 15TH FLOOR NEW YORK, NEW YORK 10022",000-000-0000
Cambium Networks Corp,"190 ELGIN AVENUE GEORGE TOWN GRAND CAYMAN, CAYMAN ISLANDS KY1-9008",000-000-0000
"Avalo Therapeutics, Inc.","540 GAITHER ROAD SUITE 400 ROCKVILLE, MARYLAND 20850",000-000-0000
"INDIA FUND, INC.","1900 MARKET STREET SUITE 200 PHILADELPHIA, PENNSYLVANIA 19103",000-000-0000
Markforged Holding Corp,"60 TOWER ROAD WALTHAM, MASSACHUSETTS 02451",000-000-0000
"Ocugen, Inc.","11 GREAT VALLEY PARKWAY MALVERN, PENNSYLVANIA 19355",000-000-0000
Acamar Partners Acquisition Corp. II,"1450 BRICKELL AVE., SUITE 2130 MIAMI, FLORIDA 33131",000-000-0000
"Airsculpt Technologies, Inc.","1111 LINCOLN ROAD SUITE 802 MIAMI BEACH, FLORIDA 33139",000-000-0000
HAVERTY FURNITURE COMPANIES INC,"780 JOHNSON FERRY ROAD SUITE 800 ATLANTA, GEORGIA 30342",000-000-0000
"MidWestOne Financial Group, Inc.","102 SOUTH CLINTON ST. IOWA CITY, IOWA 52240",000-000-0000
DRDGOLD LTD,"45 EMPIRE ROAD PARKTOWN JOHANNESBURG, SOUTH AFRICA 2193",000-000-0000
"Esperion Therapeutics, Inc.","3891 RANCHERO DRIVE, SUITE 150 ANN ARBOR, MICHIGAN 48108",000-000-0000
"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC.","100 BELLEVUE PARKWAY WILMINGTON, DELAWARE 19809",000-000-0000
Leo Holdings Corp. II,"100 WILSHIRE BOULEVARD LOS ANGELES, CALIFORNIA 90401",000-000-0000
"AST SpaceMobile, Inc.","6500 RIVERPLACE BOULEVARD AUSTIN, TEXAS 78730",000-000-0000
Waterdrop Inc.,"BLOCK C, WANGJING SCIENCE PARK NO. 2 LIZE ZHONGER ROAD, CHAOYANG BEIJING, CHINA 100102",000-000-0000
PITNEY BOWES INC /DE/,"PITNEY BOWES INC 3001 SUMMER STREET STAMFORD, CONNECTICUT 06926-0700",000-000-0000
NEOVASC INC,"2135 13700 Mayfield place RICHMOND, BRITISH COLUMBIA, CANADA 00000",000-000-0000
GLADSTONE INVESTMENT CORPORATION\DE,"1521 WESTBRANCH DRIVE SUITE 100 MCLEAN, VIRGINIA 22102",000-000-0000
"PUYI, INC.","42F, PEARL RIVER TOWER NO. 15, ZHUJIANG WEST ROAD, ZHUJIANG NEW TOWN, GUANGZHOU GUANGDONG PROVINCE, CHINA 510623",000-000-0000
MID PENN BANCORP INC,"2407 PARK DRIVE HARRISBURG, PENNSYLVANIA 17110",000-000-0000
Invesco DB Oil Fund,"3500 LACEY ROAD SUITE 700 DOWNERS GROVE, ILLINOIS 60515",000-000-0000
Granite Point Mortgage Trust Inc.,"3 BRYANT PARK SUITE 2400A NEW YORK, NEW YORK 10036",000-000-0000
EZCORP INC,"2500 BEE CAVE ROAD BUILDING 1, SUITE 200 ROLLINGWOOD, TEXAS 78746",000-000-0000
TEMPLETON GLOBAL INCOME FUND,"300 S.E. 2ND STREET FORT LAUDERDALE, FLORIDA 33301-1923",000-000-0000
"CHUY'S HOLDINGS, INC.","1623 TOOMEY ROAD AUSTIN, TEXAS 78704",000-000-0000
,,
AMERICAS CARMART INC,"1805 NORTH 2ND STREET SUITE 401 ROGERS, ARKANSAS 72756",000-000-0000
"Business First Bancshares, Inc.","500 LAUREL STREET SUITE 101 BATON ROUGE, LOUISIANA 70801",000-000-0000
"SOUTHERN MISSOURI BANCORP, INC.","2991 OAK GROVE ROAD POPLAR BLUFF, MISSOURI 63901",000-000-0000
Invesco California Value Municipal Income Trust,"1555 PEACHTREE STREET, N.E. SUITE 1800 ATLANTA, GEORGIA 30309",000-000-0000
NATIONAL PRESTO INDUSTRIES INC,"3925 N HASTINGS WAY EAU CLAIRE, WISCONSIN 54703",000-000-0000
JOHN HANCOCK PREFERRED INCOME FUND,"C/O JOHN HANCOCK FUNDS 200 BERKELEY STREET BOSTON, MASSACHUSETTS 02116",000-000-0000
Organogenesis Holdings Inc.,"85 DAN ROAD CANTON, MASSACHUSETTS 02021",000-000-0000
BLACKROCK MUNICIPAL INCOME TRUST,"100 BELLEVUE PARKWAY MUTUAL FUND DEPARTMENT WILMINGTON, DELAWARE 19809",000-000-0000
FIDUS INVESTMENT Corp,"1603 ORRINGTON AVENUE SUITE 820 EVANSTON, ILLINOIS 60201",000-000-0000
H.I.G. Acquisition Corp.,"1450 BRICKELL AVENUE MIAMI, FLORIDA 33131",000-000-0000
"Vera Therapeutics, Inc.","8000 MARINA BOULEVARD, SUITE 120 BRISBANE, CALIFORNIA 94005",000-000-0000
"Carter Bankshares, Inc.","1300 KINGS MOUNTAIN ROAD MARTINSVILLE, VIRGINIA 24112",000-000-0000
"i3 Verticals, Inc.","40 BURTON HILLS BLVD. SUITE 415 NASHVILLE, TENNESSEE 37215",000-000-0000
DIANA SHIPPING INC.,"PENDELIS 16 175 64 PALAIO FALIRO ATHENS, GREECE 00000",000-000-0000
"IDEAYA Biosciences, Inc.","7000 SHORELINE COURT, SUITE 350 SOUTH SAN FRANCISCO, CALIFORNIA 94080",000-000-0000
TUCOWS INC /PA/,"96 MOWAT AVENUE TORONTO, ONTARIO, CANADA M6K 3M1",000-000-0000
Grindrod Shipping Holdings Ltd.,"#03-01 SOUTHPOINT 200 CANTONMENT ROAD SINGAPORE, SINGAPORE 089763",000-000-0000
Bioventus Inc.,"4721 EMPEROR BOULEVARD, SUITE 100 DURHAM, NORTH CAROLINA 27703",000-000-0000
"Arlo Technologies, Inc.","2200 FARADAY AVE. SUITE 150 CARLSBAD, CALIFORNIA 92008",000-000-0000
Nuveen Preferred & Income Term Fund,"333 WEST WACKER DRIVE CHICAGO, ILLINOIS 60606",000-000-0000
"Entrada Therapeutics, Inc.","6 TIDE STREET BOSTON, MASSACHUSETTS 02210",000-000-0000
"Edgewise Therapeutics, Inc.","1715 38TH ST BOULDER, COLORADO 80301",000-000-0000
AEHR TEST SYSTEMS,"400 KATO TERRACE FREMONT, CALIFORNIA 94539",000-000-0000
ADVENT CONVERTIBLE & INCOME FUND,"227 W. MONROE STREET CHICAGO, ILLINOIS 60606",000-000-0000
Atlanticus Holdings Corp,"FIVE CONCOURSE PARKWAY SUITE 300 ATLANTA, GEORGIA 30328",000-000-0000
"BLACKROCK MUNIVEST FUND, INC.","100 BELLEVUE PARKWAY WILMINGTON, DELAWARE 19809",000-000-0000
PETMED EXPRESS INC,"420 SOUTH CONGRESS AVENUE DELRAY BEACH, FLORIDA 33445",000-000-0000
DONEGAL GROUP INC,"1195 RIVER RD PO BOX 302 MARIETTA, PENNSYLVANIA 17547-0302",000-000-0000
"Pennant Group, Inc.","1675 E. RIVERSIDE DRIVE, SUITE 150 EAGLE, IDAHO 83616",000-000-0000
Vasta Platform Ltd,"AVENIDA PAULISTA, 901, 6TH FLOOR JARDIM PAULISTA SAO PAULO, BRAZIL 01310-100",000-000-0000
FOCUS UNIVERSAL INC.,"2311 EAST LOCUST STREET ONTARIO, CALIFORNIA 91761",000-000-0000
WESTERN ASSET MANAGED MUNICIPALS FUND INC.,"620 EIGHTH AVENUE 47TH FLOOR NEW YORK, NEW YORK 10018",000-000-0000
Rumble Inc.,"110 EAST 59TH STREET NEW YORK, NEW YORK 10022",000-000-0000
ASPEN AEROGELS INC,"30 FORBES ROAD BUILDING B NORTHBOROUGH, MASSACHUSETTS 01532",000-000-0000
Executive Network Partnering Corp,"137 NEWBURY STREET, 7TH FLOOR BOSTON, MASSACHUSETTS 02116",000-000-0000
"INOVIO PHARMACEUTICALS, INC.","6769 MESA RIDGE RD. SAN DIEGO, CALIFORNIA 92121",000-000-0000
Regencell Bioscience Holdings Ltd,"11/F FIRST COMMERCIAL BUILDING 33-35 LEIGHTON ROAD, CAUSEWAY BAY HONG KONG, HONG KONG 999077",000-000-0000
Industrial Logistics Properties Trust,"TWO NEWTON PLACE 255 WASHINGTON STREET, SUITE 300 NEWTON, MASSACHUSETTS 02458",000-000-0000
Frontier Investment Corp,"PO BOX 309 UGLAND HOUSE GRAND CAYMAN, CAYMAN ISLANDS KY1-1104",000-000-0000
CNB FINANCIAL CORP/PA,"1 SOUTH SECOND STREET P.O. BOX 42 CLEARFIELD, PENNSYLVANIA 16830",000-000-0000
Catalyst Partners Acquisition Corp.,"20 UNIVERSITY ROAD, FOURTH FLOOR CAMBRIDGE, MASSACHUSETTS 02138",000-000-0000
"SMART Global Holdings, Inc.","39870 EUREKA DRIVE NEWARK, CALIFORNIA 94560-4809",000-000-0000
Periphas Capital Partnering Corp,"667 MADISON AVENUE NEW YORK, NEW YORK 10065",000-000-0000
"CapStar Financial Holdings, Inc.","1201 DEMONBREUN STREET, SUITE 700 SUITE 700 NASHVILLE, TENNESSEE 37203",000-000-0000
Ribbon Communications Inc.,"6500 CHASE OAKS BOULEVARD PLANO, TEXAS 75023",000-000-0000
TPG Pace Beneficial Finance Corp.,"C/O TPG PACE HOLDINGS 301 COMMERCE STREET, SUITE 3300 FORTH WORTH, TEXAS 76102",000-000-0000
"Vishay Precision Group, Inc.","3 GREAT VALLEY PARKWAY, SUITE 150 MALVERN, PENNSYLVANIA 19355",000-000-0000
Iconic Sports Acquisition Corp.,"16 HANOVER SQUARE LONDON, UNITED KINGDOM W1S 1HT",000-000-0000
"Rimini Street, Inc.","3993 HOWARD HUGHES PARKWAY SUITE 500 LAS VEGAS, NEVADA 89169",000-000-0000
TUPPERWARE BRANDS CORP,"14901 S ORANGE BLOSSOM TRAIL ORLANDO, FLORIDA 32837-6600",000-000-0000
"BLACKROCK MUNICIPAL INCOME FUND, INC.","100 BELLEVUE PARKWAY WILMINGTON, DELAWARE 19809",000-000-0000
Twelve Seas Investment Co. II,"1345 AVENUE OF THE AMERICAS NEW YORK, NEW YORK 10105",000-000-0000
East Resources Acquisition Co,"7777 NW BEACON SQUARE BLVD BOCA RATON, FLORIDA 33487",000-000-0000
DouYu International Holdings Ltd,"BLDING F4, OPTICAL VALLEY SOFTWARE PARK GUANSHAN AVENUE,DONGHU DEVELOPMENT AREA WUHAN CITY, HUBEI PROVINCE, CHINA 430073",000-000-0000
Rallybio Corp,"234 CHURCH STREET SUITE 1020 NEW HAVEN, CONNECTICUT 06510",000-000-0000
"Ayala Pharmaceuticals, Inc.","9 DEER PARK DRIVE SUITE K-1 MONMOUTH JUNCTION, NEW JERSEY 08852",000-000-0000
"Turning Point Brands, Inc.","5201 INTERCHANGE WAY LOUISVILLE, KENTUCKY 40229",000-000-0000
Conyers Park III Acquisition Corp.,"C/O CENTERVIEW CAPITAL 31 WEST 52ND STREET, 22ND FLOOR NEW YORK, NEW YORK 10019",000-000-0000
PENNANTPARK INVESTMENT CORP,"590 MADISON AVENUE 15TH FLOOR NEW YORK, NEW YORK 10022",000-000-0000
NightDragon Acquisition Corp.,"101 2ND ST. SUITE 1275 SAN FRANCISCO, CALIFORNIA 94105",000-000-0000
"LendingTree, Inc.","1415 VANTAGE PARK DRIVE, SUITE 700 CHARLOTTE, NORTH CAROLINA 28203",000-000-0000
Arcturus Therapeutics Holdings Inc.,"10628 SCIENCE CENTER DRIVE SUITE 250 SAN DIEGO, CALIFORNIA 92121",000-000-0000
NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND,"333 W WACKER DRIVE CHICAGO, ILLINOIS 60606",000-000-0000
SURMODICS INC,"9924 W 74TH ST EDEN PRAIRIE, MINNESOTA 55344",000-000-0000
Lux Health Tech Acquisition Corp.,"920 BROADWAY 11TH FLOOR NEW YOK, NEW YORK 10010",000-000-0000
"BLACKROCK DEBT STRATEGIES FUND, INC.","100 BELLEVUE PARKWAY WILMINGTON, DELAWARE 19809",000-000-0000
Eaton Vance Tax-Managed Buy-Write Income Fund,"TWO INTERNATIONAL PLACE BOSTON, MASSACHUSETTS 02110",000-000-0000
Seneca Foods Corp,"3736 SOUTH MAIN STREET MARION, NEW YORK 14505",000-000-0000
,,
RMR GROUP INC.,"TWO NEWTON PL., 255 WASH. ST., STE. 300 NEWTON, MASSACHUSETTS 02458",000-000-0000
COMPUTER PROGRAMS & SYSTEMS INC,"6600 WALL STREET MOBILE, ALABAMA 36695",000-000-0000
Forest Road Acquisition Corp. II,"1177 AVENUE OF THE AMERICAS, 5TH FLOOR NEW YORK, NEW YORK 10036",000-000-0000
"BLACKROCK MUNIASSETS FUND, INC.","100 BELLEVUE PARKWAY WILMINGTON, DELAWARE 19809",000-000-0000
Calamos Global Dynamic Income Fund,"2020 CALAMOS COURT C/O CALAMOS ADVISORS LLC NAPERVILLE, ILLINOIS 60563",000-000-0000
Post Holdings Partnering Corp,"2503 S. HANLEY ROAD ST. LOUIS, MISSOURI 63144",000-000-0000
Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND,"7337 EAST DOUBLETREE RANCH RD, STE 100 SCOTTSDALE, ARIZONA 85258",000-000-0000
Golden Falcon Acquisition Corp.,"850 LIBRARY AVENUE SUITE 204 NEWARK, DELAWARE 19711",000-000-0000
ALLIED MOTION TECHNOLOGIES INC,"455 COMMERCE DRIVE, SUITE 4 AMHERST, NEW YORK 14228-2313",000-000-0000
Jack Creek Investment Corp.,"386 PARK AVENUE SOUTH, FL 20 NEW YORK, NEW YORK 10016",000-000-0000
ScION Tech Growth II,"10 QUEEN ST PLACE 2ND FLOOR LONDON, UNITED KINGDOM EC4R1BE",000-000-0000
FIRST OF LONG ISLAND CORP,"275 BROADHOLLOW ROAD MELVILLE, NEW YORK 11747",000-000-0000
Garrett Motion Inc.,"LA PIECE 16 ROLLE, SWITZERLAND 1180",000-000-0000
LUXFER HOLDINGS PLC,"LUMNS LANE MANCHESTER, UNITED KINGDOM M27 8LN",000-000-0000
"China WuYi Mountain, Ltd.","1900 AVENUE OF THE STARS LOS ANGELES, CALIFORNIA 90067",000-000-0000
TEJON RANCH CO,"4436 LEBEC ROAD PO BOX 1000 LEBEC, CALIFORNIA 93243",000-000-0000
Tailwind International Acquisition Corp.,"150 GREENWICH STREET, 29TH FLOOR NEW YORK, NEW YORK 10006",000-000-0000
AMERICAN BATTERY TECHNOLOGY Co,"401 S RYLAND STREET, SUITE 138 RENO, NEVADA 89502",000-000-0000
ON24 INC.,"50 BEALE STREET, 8TH FLOOR SAN FRANCISCO, CALIFORNIA 94105",000-000-0000
INDEPENDENT BANK CORP /MI/,"4200 E BELTLINE AVE GRAND RAPIDS, MICHIGAN 49525",000-000-0000
Gores Holdings VIII Inc.,"6260 LOOKOUT ROAD BOULDER, COLORADO 80301",000-000-0000
Tonix Pharmaceuticals Holding Corp.,"26 MAIN STREET, SUITE 101 CHATHAM, NEW JERSEY 07928",000-000-0000
Centessa Pharmaceuticals plc,"3RD FLOOR 1 ASHLEY ROAD ALTRINCHAM, CHESHIRE, UNITED KINGDOM WA14 2DT",000-000-0000
Freedom Acquisition I Corp.,"C/O MAPLES CORPORATE SERVICES LIMITED UGLAND HOUSE, PO BOX 309 GRAND CAYMAN, CAYMAN ISLANDS KY1-1104",000-000-0000
"Alvarium Tiedemann Holdings, Inc.","520 MADISON AVE 21ST FLOOR NEW YORK, NEW YORK 10022",000-000-0000
CAPITAL SOUTHWEST CORP,"8333 DOUGLAS AVE SUITE 1100 DALLAS, TEXAS 75225",000-000-0000
"Lead Edge Growth Opportunities, Ltd","96 SPRING STREET, 5TH FLOOR NEW YORK, NEW YORK 10012",000-000-0000
,,
G Squared Ascend I Inc.,"205 N. MICHIGAN AVENUE SUITE 3770 CHICAGO, ILLINOIS 60601",000-000-0000
"United Homes Group, Inc.","250 PARK AVE. 7TH FLOOR NEW YORK, NEW YORK 10177",000-000-0000
TSAKOS ENERGY NAVIGATION LTD,"367 SYNGROU AVENUE ATHENS, GREECE 00000",000-000-0000
Tio Tech A,"UNTER DEN LINDEN 21 BERLIN, GERMANY 10117",000-000-0000
HENNESSY CAPITAL INVESTMENT CORP. V,"3415 NORTH PINES WAY, SUITE 204 WILSON, WYOMING 83014",000-000-0000
"Columbia Seligman Premium Technology Growth Fund, Inc.","290 CONGRESS STREET BOSTON, MASSACHUSETTS 02210",000-000-0000
One Equity Partners Open Water I Corp.,"510 MADISON AVENUE, 19TH FLOOR NEW YORK, NEW YORK 10022",000-000-0000
"Waterstone Financial, Inc.","11200 WEST PLANK COURT WAUWATOSA, WISCONSIN 53226",000-000-0000
RXR Acquisition Corp.,"625 RXR PLAZA UNIONDALE, NEW YORK 11556",000-000-0000
"Riley Exploration Permian, Inc.","29 E. RENO AVENUE SUITE 500 OKLAHOMA CITY, OKLAHOMA 73104",000-000-0000
Orthofix Medical Inc.,"3451 PLANO PARKWAY LEWISVILLE, TEXAS 75056",000-000-0000
MITEK SYSTEMS INC,"600 B STREET SUITE 100 SAN DIEGO, CALIFORNIA 92101",000-000-0000
Atlas Crest Investment Corp. II,"399 PARK AVE. NEW YORK, NEW YORK 10022",000-000-0000
Vitru Ltd,"RODOVIA JOSE CARLOS DAUX, 5500, JURERE A 2ND FL, SACO GRANDE, FLORIANOPOLIS STATE OF SANTA CATARINA, BRAZIL 88032-005",000-000-0000
Marblegate Acquisition Corp.,"411 THEODORE FREMD AVENUE SUITE 206S RYE, NEW YORK 10580",000-000-0000
GUARANTY BANCSHARES INC /TX/,"201 SOUTH JEFFERSON AVENUE MOUNT PLEASANT, TEXAS 75455",000-000-0000
Emeren Group Ltd,"100 FIRST STAMFORD PLACE, SUITE 302 STAMFORD, CONNECTICUT 06902",000-000-0000
"Simon Property Group Acquisition Holdings, Inc.","225 WEST WASHINGTON STREET INDIANAPOLIS, INDIANA 46204",000-000-0000
Social Leverage Acquisition Corp I,"8390 E. VIA DE VENTURA SUITE F110-207 SCOTTSDALE, ARIZONA 85258",000-000-0000
Colicity Inc.,"2300 CARILLON POINT KIRKLAND, WASHINGTON 98033",000-000-0000
Atlantic Coastal Acquisition Corp.,"6 ST JOHNS LANE, FLOOR 5 NEW YORK, NEW YORK 10013",000-000-0000
Pine Technology Acquisition Corp.,"260 LENA DRIVE AURORA, OHIO 44202",000-000-0000
Broadscale Acquisition Corp.,"1845 WALNUT STREET SUITE 1111 PHILADELPHIA, PENNSYLVANIA 19103",000-000-0000
"PLAYSTUDIOS, Inc.","10150 COVINGTON CROSS DRIVE LAS VEGAS, NEVADA 89144",000-000-0000
Mission Advancement Corp.,"2525 E CAMELBACK RD, STE 850 PHOENIX, ARIZONA 85016",000-000-0000
I-Mab,"55TH-56TH FLOOR, NEW BUND CENTER 555 WEST HAIYANG ROAD, PUDONG DISTRICT SHANGHAI, CHINA 200124",000-000-0000
"Atara Biotherapeutics, Inc.","2380 CONEJO SPECTRUM ST SUITE 200 THOUSAND OAKS, CALIFORNIA 91320",000-000-0000
Forum Merger IV Corp,"1615 SOUTH CONGRESS AVENUE SUITE 103 DELRAY BEACH, FLORIDA 33445",000-000-0000
Quantum-Si Inc,"530 OLD WHITFIELD STREET GUILFORD, CONNECTICUT 06437",000-000-0000
Calliditas Therapeutics AB,"KUNGSBRON 1, D5 STOCKHOLM, SWEDEN SE-111 22",000-000-0000
,,
"APPLIED ENERGETICS, INC.","9070 S. RITA ROAD SUITE 1500 TUCSON, ARIZONA 85747",000-000-0000
"Humacyte, Inc.","2525 EAST NORTH CAROLINA HIGHWAY 54 DURHAM, NORTH CAROLINA 27713",000-000-0000
Valens Semiconductor Ltd.,"8 HANAGAR ST. POB 7152 HOD HASHARON, 4501309, ISRAEL 00000",000-000-0000
Enphys Acquisition Corp.,"216 EAST 45TH STREET 13TH FLOOR NEW YORK, NEW YORK 10017",000-000-0000
SMARTFINANCIAL INC.,"5401 KINGSTON PIKE SUITE 600 KNOXVILLE, TENNESSEE 37919",000-000-0000
Zimmer Energy Transition Acquisition Corp.,"9 WEST 57TH STREET 33RD FLOOR NEW YORK, NEW YORK 10019",000-000-0000
"Aura Biosciences, Inc.","80 GUEST STREET BOSTON, MASSACHUSETTS 01235",000-000-0000
MESOBLAST LTD,"LEVEL 38 55 COLLINS STREET MELBOURNE, VICTORIA, AUSTRALIA 3000",000-000-0000
EATON VANCE MUNICIPAL INCOME TRUST,"TWO INTERNATIONAL PLACE BOSTON, MASSACHUSETTS 02110",000-000-0000
"Nuburu, Inc.","7442 S TUSCON WAY SUITE 130 CENTENNIAL, COLORADO 80112",000-000-0000
Sarcos Technology & Robotics Corp,"650 SOUTH 500 WEST SALT LAKE CITY, UTAH 84101",000-000-0000
EASTMAN KODAK CO,"343 STATE ST ROCHESTER, NEW YORK 14650-0910",000-000-0000
Bridge Investment Group Holdings Inc.,"111 EAST SEGO LILY DRIVE SUITE 400 SALT LAKE CITY, UTAH 84070",000-000-0000
Acropolis Infrastructure Acquisition Corp.,"9 WEST 57TH STREET, 43RD FLOOR NEW YORK, NEW YORK 10019",000-000-0000
ADC Therapeutics SA,"BIOPOLE ROUTE DE LA CORNICHE 3B EPALINGES, SWITZERLAND 1066",000-000-0000
Lordstown Motors Corp.,"2300 HALLOCK YOUNG ROAD LORDSTOWN, OHIO 44481",000-000-0000
Cheetah Mobile Inc.,"BLDG NO.11, WANDONG SCIENCE & TECHNOLOGY CULTURAL PARK, NO.7 SANJIANFANGNANLI CHAOYANG DISTRICT, BEIJING, CHINA 100024",000-000-0000
Logistics Innovation Technologies Corp.,"3495 PIEDMONT ROAD NE ONE PIEDMONT CENTER, BLDG.11, STE. 710 ATLANTA, GEORGIA 30305",000-000-0000
"MasterCraft Boat Holdings, Inc.","100 CHEROKEE COVE DRIVE VONORE, TENNESSEE 37855",000-000-0000
CEMENTOS PACASMAYO SAA,"CALLE LA COLONIA 150 URBANIZACION EL VIVERO SURCO LIMA 33, PERU 00000",000-000-0000
Blockchain Coinvestors Acquisition Corp. I,"PO BOX 309 GRAND CAYMAN, CAYMAN ISLANDS KY1-1104",000-000-0000
BAR HARBOR BANKSHARES,"82 MAIN ST PO BOX 400 BAR HARBOR, MAINE 04609-0400",000-000-0000
"AMMO, INC.","7681 E. GRAY RD SCOTTSDALE SCOTTSDALE, ARIZONA 85260",000-000-0000
Volta Inc.,"155 DE HARO STREET SAN FRANCISCO, CALIFORNIA 94103",000-000-0000
"BLACKROCK FLOATING RATE INCOME STRATEGIES FUND, INC.","100 BELLEVUE PARKWAY WILMINGTON, DELAWARE 19809",000-000-0000
